cliente_id,nombre_cliente,segmento_cliente,segmentos_observados,cantidad_segmentos_observados,segmento_conflictivo,segmento_metodo_resolucion,ciudad,ciudad_desconocida,ciudad_presento_nulos,edad,ingreso_estimado,es_travel_lover,es_streaming_lover,es_food_lover,es_tech_lover,cantidad_lovers,lovers,lover_principal
C000476,Cliente 0476,Mass,Mass,1,False,unico,Quito,False,False,36,989.44,False,False,False,False,0,,Sin información transaccional
C000477,Cliente 0477,Premium,Premium,1,False,unico,Cuenca,False,False,64,3107.36,False,True,False,False,1,Streaming Lover,Streaming Lover
C000478,Cliente 0478,Mass,Mass,1,False,unico,Manta,False,False,53,1092.95,False,False,False,False,0,,Sin información transaccional
C000479,Cliente 0479,PyME,Affluent|PyME,2,True,moda,Cuenca,False,False,35,1033.60,False,False,False,False,0,,Sin información transaccional
C000480,Cliente 0480,Mass,Mass,1,False,unico,Cuenca,False,False,41,430.22,True,False,False,False,1,Travel Lover,Travel Lover
C000481,Cliente 0481,PyME,PyME,1,False,unico,Quito,False,False,36,2467.61,False,True,False,False,1,Streaming Lover,Streaming Lover
C000482,Cliente 0482,Affluent,Affluent,1,False,unico,Quito,False,False,32,1254.56,False,False,True,False,1,Food Lover,Food Lover
C000483,Cliente 0483,Affluent,Affluent,1,False,unico,Quito,False,False,31,3260.26,False,False,False,False,0,,Generalista
C000484,Cliente 0484,Premium,Mass|Premium,2,True,moda,Guayaquil,False,False,39,7416.87,False,True,False,False,1,Streaming Lover,Streaming Lover
C000485,Cliente 0485,Mass,Mass,1,False,unico,Loja,False,False,18,789.07,False,False,False,False,0,,Sin información transaccional
C000486,Cliente 0486,Premium,Premium,1,False,unico,Guayaquil,False,False,53,3805.37,False,False,False,False,0,,Sin información transaccional
C000487,Cliente 0487,Mass,Mass,1,False,unico,Quito,False,True,23,484.15,False,True,False,False,1,Streaming Lover,Streaming Lover
C000488,Cliente 0488,Joven,Joven,1,False,unico,Manta,False,False,47,648.72,False,False,True,False,1,Food Lover,Food Lover
C000489,Cliente 0489,Mass,Mass,1,False,unico,Loja,False,False,43,1056.60,False,False,False,False,0,,Sin información transaccional
C000490,Cliente 0490,Mass,Mass,1,False,unico,Quito,False,False,52,1212.76,False,False,False,False,0,,Sin información transaccional
C000491,Cliente 0491,Mass,Mass|Premium,2,True,moda,Quito,False,False,41,1105.28,False,False,True,False,1,Food Lover,Food Lover
C000492,Cliente 0492,Joven,Joven,1,False,unico,Cuenca,False,False,40,784.97,False,False,False,False,0,,Generalista
C000493,Cliente 0493,Affluent,Affluent,1,False,unico,Cuenca,False,False,26,835.28,False,True,False,True,2,Streaming Lover|Tech Lover,Streaming Lover
C000494,Cliente 0494,Affluent,Affluent,1,False,unico,Manta,False,False,51,2246.88,False,False,True,False,1,Food Lover,Food Lover
C000495,Cliente 0495,Affluent,Affluent,1,False,unico,Guayaquil,False,True,36,1759.52,False,False,False,False,0,,Sin información transaccional
C000496,Cliente 0496,Joven,Joven,1,False,unico,Cuenca,False,False,28,1540.09,True,False,True,False,2,Travel Lover|Food Lover,Travel Lover
C000497,Cliente 0497,Affluent,Affluent,1,False,unico,Manta,False,False,35,2406.38,False,False,False,False,0,,Sin información transaccional
C000498,Cliente 0498,PyME,PyME,1,False,unico,Guayaquil,False,False,57,2783.68,False,False,False,False,0,,Sin información transaccional
C000499,Cliente 0499,Premium,Premium,1,False,unico,Quito,False,False,20,4277.03,False,False,False,False,0,,Sin información transaccional
C000500,Cliente 0500,Mass,Mass,1,False,unico,Guayaquil,False,False,34,1206.86,False,True,False,False,1,Streaming Lover,Streaming Lover
C000501,Cliente 0501,Premium,Premium,1,False,unico,Guayaquil,False,False,41,6577.22,False,False,False,False,0,,Generalista
C000502,Cliente 0502,Mass,Mass,1,False,unico,Guayaquil,False,True,49,631.70,False,False,False,False,0,,Generalista
C000503,Cliente 0503,PyME,PyME,1,False,unico,Ambato,False,False,45,3104.87,False,False,False,False,0,,Generalista
C000504,Cliente 0504,Mass,Mass,1,False,unico,Quito,False,False,55,686.35,False,False,False,True,1,Tech Lover,Tech Lover
C000505,Cliente 0505,Premium,Premium,1,False,unico,Quito,False,False,50,3095.13,False,False,False,False,0,,Generalista
C000506,Cliente 0506,Mass,Mass,1,False,unico,Quito,False,False,34,535.20,False,False,True,False,1,Food Lover,Food Lover
C000507,Cliente 0507,Mass,Affluent|Mass,2,True,moda,Cuenca,False,False,56,1921.08,True,False,False,False,1,Travel Lover,Travel Lover
C000508,Cliente 0508,Affluent,Affluent,1,False,unico,Quito,False,False,35,1331.37,False,False,True,True,2,Food Lover|Tech Lover,Food Lover
C000509,Cliente 0509,Mass,Mass,1,False,unico,Cuenca,False,False,51,727.42,False,False,False,False,0,,Sin información transaccional
C000510,Cliente 0510,Mass,Mass,1,False,unico,Quito,False,False,29,880.46,False,False,True,False,1,Food Lover,Food Lover
C000511,Cliente 0511,Mass,Affluent|Mass,2,True,moda,Guayaquil,False,True,42,859.97,False,False,True,False,1,Food Lover,Food Lover
C000512,Cliente 0512,PyME,PyME,1,False,unico,Quito,False,False,53,2532.18,True,False,False,False,1,Travel Lover,Travel Lover
C000513,Cliente 0513,PyME,Affluent|PyME,2,True,moda,Quito,False,False,41,2200.13,True,False,False,False,1,Travel Lover,Travel Lover
C000514,Cliente 0514,Mass,Mass,1,False,unico,Quito,False,False,29,710.62,False,False,True,False,1,Food Lover,Food Lover
C000515,Cliente 0515,Joven,Joven,1,False,unico,Ambato,False,False,42,428.68,False,False,True,True,2,Food Lover|Tech Lover,Food Lover
C000516,Cliente 0516,Mass,Mass,1,False,unico,Guayaquil,False,False,29,762.38,True,False,True,False,2,Travel Lover|Food Lover,Travel Lover
C000517,Cliente 0517,Joven,Affluent|Joven,2,True,moda,Quito,False,False,36,542.35,False,False,True,False,1,Food Lover,Food Lover
C000518,Cliente 0518,Mass,Mass,1,False,unico,Guayaquil,False,False,30,428.44,False,False,False,True,1,Tech Lover,Tech Lover
C000519,Cliente 0519,Joven,Joven,1,False,unico,Manta,False,False,38,627.12,True,False,False,False,1,Travel Lover,Travel Lover
C000520,Cliente 0520,Mass,Mass,1,False,unico,Cuenca,False,False,40,928.56,False,False,False,False,0,,Generalista
C000521,Cliente 0521,Premium,Premium,1,False,unico,Guayaquil,False,False,55,4631.87,False,False,False,False,0,,Sin información transaccional
C000522,Cliente 0522,Mass,Mass,1,False,unico,Cuenca,False,False,41,853.05,False,False,False,False,0,,Sin información transaccional
C000523,Cliente 0523,Mass,Affluent|Mass,2,True,moda,Quito,False,False,45,839.22,True,False,False,True,2,Travel Lover|Tech Lover,Travel Lover
C000524,Cliente 0524,PyME,PyME,1,False,unico,Guayaquil,False,False,35,1382.36,False,True,False,False,1,Streaming Lover,Streaming Lover
C000525,Cliente 0525,Mass,Mass,1,False,unico,Guayaquil,False,False,44,809.82,False,False,False,False,0,,Generalista
C000526,Cliente 0526,Mass,Mass,1,False,unico,Quito,False,False,32,525.02,False,False,True,False,1,Food Lover,Food Lover
C000527,Cliente 0527,Mass,Mass,1,False,unico,Quito,False,False,18,568.56,False,False,False,False,0,,Generalista
C000528,Cliente 0528,Affluent,Affluent,1,False,unico,Quito,False,False,59,2353.61,False,False,False,True,1,Tech Lover,Tech Lover
C000529,Cliente 0529,Affluent,Affluent,1,False,unico,Guayaquil,False,False,57,1497.26,True,False,False,False,1,Travel Lover,Travel Lover
C000530,Cliente 0530,Mass,Mass,1,False,unico,Quito,False,False,29,1482.02,False,False,False,False,0,,Sin información transaccional
C000531,Cliente 0531,Joven,Joven,1,False,unico,Quito,False,False,56,670.99,False,False,False,False,0,,Sin información transaccional
C000532,Cliente 0532,Joven,Joven,1,False,unico,Guayaquil,False,False,20,730.45,False,False,False,False,0,,Sin información transaccional
C000533,Cliente 0533,Mass,Mass,1,False,unico,Quito,False,True,45,766.22,False,False,False,False,0,,Generalista
C000534,Cliente 0534,Mass,Mass,1,False,unico,Manta,False,False,22,1135.26,False,False,False,False,0,,Generalista
C000535,Cliente 0535,Affluent,Affluent,1,False,unico,Quito,False,True,18,2732.78,False,True,False,False,1,Streaming Lover,Streaming Lover
C000536,Cliente 0536,Mass,Mass,1,False,unico,Manta,False,False,36,643.63,False,False,False,False,0,,Sin información transaccional
C000537,Cliente 0537,Mass,Mass,1,False,unico,Loja,False,False,27,837.67,False,True,False,False,1,Streaming Lover,Streaming Lover
C000538,Cliente 0538,Mass,Mass,1,False,unico,Guayaquil,False,False,44,773.91,False,False,False,False,0,,Sin información transaccional
C000539,Cliente 0539,Mass,Mass,1,False,unico,Guayaquil,False,False,25,1124.80,False,False,False,False,0,,Sin información transaccional
C000540,Cliente 0540,Mass,Mass,1,False,unico,Guayaquil,False,False,41,756.61,False,False,True,False,1,Food Lover,Food Lover
C000541,Cliente 0541,Mass,Mass,1,False,unico,Cuenca,False,False,53,882.92,False,False,False,False,0,,Generalista
C000542,Cliente 0542,Mass,Mass,1,False,unico,Cuenca,False,False,43,1125.96,True,False,False,False,1,Travel Lover,Travel Lover
C000543,Cliente 0543,Mass,Mass,1,False,unico,Guayaquil,False,False,36,778.05,False,False,True,False,1,Food Lover,Food Lover
C000544,Cliente 0544,PyME,PyME,1,False,unico,Cuenca,False,False,43,1371.56,False,False,False,False,0,,Generalista
C000545,Cliente 0545,Mass,Mass,1,False,unico,Guayaquil,False,False,46,1194.51,False,False,False,False,0,,Generalista
C000546,Cliente 0546,Mass,Mass,1,False,unico,Manta,False,False,48,916.39,False,False,False,False,0,,Generalista
C000547,Cliente 0547,Mass,Mass,1,False,unico,Guayaquil,False,False,34,1212.24,False,False,False,False,0,,Sin información transaccional
C000548,Cliente 0548,Premium,Premium,1,False,unico,Guayaquil,False,False,33,2792.79,False,False,True,True,2,Food Lover|Tech Lover,Food Lover
C000549,Cliente 0549,Mass,Mass,1,False,unico,Cuenca,False,True,47,1141.13,False,False,True,False,1,Food Lover,Food Lover
C000550,Cliente 0550,PyME,PyME,1,False,unico,Manta,False,False,18,1666.88,False,False,False,False,0,,Sin información transaccional
C000551,Cliente 0551,Mass,Mass,1,False,unico,Cuenca,False,False,47,479.36,True,False,False,False,1,Travel Lover,Travel Lover
C000552,Cliente 0552,Affluent,Affluent,1,False,unico,Guayaquil,False,True,35,1993.66,False,False,False,False,0,,Generalista
C000553,Cliente 0553,Joven,Joven,1,False,unico,Ambato,False,False,43,469.47,False,False,False,False,0,,Sin información transaccional
C000554,Cliente 0554,Affluent,Affluent,1,False,unico,Manta,False,False,23,2445.71,False,True,False,True,2,Streaming Lover|Tech Lover,Tech Lover
C000555,Cliente 0555,Joven,Joven,1,False,unico,Quito,False,False,42,539.48,False,False,False,False,0,,Sin información transaccional
C000556,Cliente 0556,Mass,Mass,1,False,unico,Ambato,False,False,27,881.10,False,True,False,False,1,Streaming Lover,Streaming Lover
C000557,Cliente 0557,Premium,Premium,1,False,unico,Guayaquil,False,False,50,5055.60,False,False,False,False,0,,Generalista
C000558,Cliente 0558,Mass,Mass,1,False,unico,Guayaquil,False,False,38,932.23,False,False,True,False,1,Food Lover,Food Lover
C000559,Cliente 0559,Mass,Mass,1,False,unico,Quito,False,True,43,852.91,False,True,False,False,1,Streaming Lover,Streaming Lover
C000560,Cliente 0560,Mass,Joven|Mass,2,True,moda,Quito,False,False,40,884.71,False,True,False,False,1,Streaming Lover,Streaming Lover
C000561,Cliente 0561,Affluent,Affluent,1,False,unico,Quito,False,False,50,2103.11,False,False,False,False,0,,Sin información transaccional
C000562,Cliente 0562,Mass,Mass,1,False,unico,Manta,False,False,22,963.67,False,True,False,False,1,Streaming Lover,Streaming Lover
C000563,Cliente 0563,Premium,Premium,1,False,unico,Guayaquil,False,False,59,5012.14,False,False,True,False,1,Food Lover,Food Lover
C000564,Cliente 0564,Joven,Joven,1,False,unico,Guayaquil,False,False,24,845.79,False,False,False,False,0,,Sin información transaccional
C000565,Cliente 0565,Mass,Mass,1,False,unico,Quito,False,False,38,1201.96,False,False,True,False,1,Food Lover,Food Lover
C000566,Cliente 0566,Joven,Joven,1,False,unico,Guayaquil,False,False,42,735.71,False,True,False,True,2,Streaming Lover|Tech Lover,Streaming Lover
C000567,Cliente 0567,Mass,Mass,1,False,unico,Guayaquil,False,False,50,1103.12,False,False,True,False,1,Food Lover,Food Lover
C000568,Cliente 0568,Mass,Mass,1,False,unico,Cuenca,False,False,44,751.60,False,True,False,False,1,Streaming Lover,Streaming Lover
C000569,Cliente 0569,Mass,Mass,1,False,unico,Guayaquil,False,False,25,820.48,False,False,False,False,0,,Sin información transaccional
C000570,Cliente 0570,Mass,Mass,1,False,unico,Quito,False,False,36,1227.75,False,False,True,False,1,Food Lover,Food Lover
C000571,Cliente 0571,Premium,Premium,1,False,unico,Guayaquil,False,False,52,9931.98,False,False,True,False,1,Food Lover,Food Lover
C000572,Cliente 0572,Mass,Mass,1,False,unico,Ambato,False,False,52,896.11,False,False,False,False,0,,Sin información transaccional
C000573,Cliente 0573,Premium,Affluent|Premium,2,True,moda,Cuenca,False,False,18,5486.83,True,False,True,False,2,Travel Lover|Food Lover,Travel Lover
C000574,Cliente 0574,Affluent,Affluent,1,False,unico,Quito,False,True,45,3953.96,False,True,False,False,1,Streaming Lover,Streaming Lover
C000575,Cliente 0575,Mass,Mass,1,False,unico,Guayaquil,False,False,25,484.83,False,False,False,False,0,,Generalista
C000576,Cliente 0576,Affluent,Affluent,1,False,unico,Cuenca,False,False,39,3245.47,False,False,False,False,0,,Sin información transaccional
C000577,Cliente 0577,Affluent,Affluent,1,False,unico,Guayaquil,False,False,36,1925.81,False,False,False,False,0,,Generalista
C000578,Cliente 0578,Affluent,Affluent,1,False,unico,Manta,False,False,47,2798.85,False,False,False,False,0,,Sin información transaccional
C000579,Cliente 0579,Premium,Premium,1,False,unico,Guayaquil,False,True,18,5599.58,True,False,False,False,1,Travel Lover,Travel Lover
C000580,Cliente 0580,Joven,Joven,1,False,unico,Guayaquil,False,False,56,575.50,False,False,False,True,1,Tech Lover,Tech Lover
C000581,Cliente 0581,Affluent,Affluent|PyME,2,True,moda,Guayaquil,False,True,36,2946.73,True,False,True,False,2,Travel Lover|Food Lover,Food Lover
C000582,Cliente 0582,Mass,Mass,1,False,unico,Guayaquil,False,False,46,1230.41,False,True,False,False,1,Streaming Lover,Streaming Lover
C000583,Cliente 0583,Affluent,Affluent,1,False,unico,Loja,False,True,36,1577.87,False,False,True,False,1,Food Lover,Food Lover
C000584,Cliente 0584,Affluent,Affluent,1,False,unico,Guayaquil,False,False,47,6325.61,False,False,False,False,0,,Generalista
C000585,Cliente 0585,PyME,PyME,1,False,unico,Quito,False,False,40,5513.05,False,False,False,False,0,,Sin información transaccional
C000586,Cliente 0586,Premium,Premium,1,False,unico,Quito,False,False,42,3325.94,True,False,False,False,1,Travel Lover,Travel Lover
C000587,Cliente 0587,Affluent,Affluent,1,False,unico,Quito,False,False,27,2112.97,False,False,False,False,0,,Sin información transaccional
C000588,Cliente 0588,Mass,Mass,1,False,unico,Loja,False,False,19,1098.82,False,False,False,False,0,,Sin información transaccional
C000589,Cliente 0589,PyME,Affluent|PyME,2,True,moda,Loja,False,False,56,2534.15,True,False,False,False,1,Travel Lover,Travel Lover
C000590,Cliente 0590,Affluent,Affluent,1,False,unico,Quito,False,False,22,1567.10,False,False,False,False,0,,Sin información transaccional
C000591,Cliente 0591,Mass,Mass,1,False,unico,Guayaquil,False,False,37,1044.72,False,False,False,False,0,,Sin información transaccional
C000592,Cliente 0592,Mass,Mass,1,False,unico,Guayaquil,False,False,39,563.77,True,False,False,True,2,Travel Lover|Tech Lover,Travel Lover
C000593,Cliente 0593,PyME,PyME,1,False,unico,Guayaquil,False,False,40,1276.29,False,False,False,False,0,,Sin información transaccional
C000594,Cliente 0594,Mass,Mass,1,False,unico,Guayaquil,False,False,49,973.26,True,False,False,False,1,Travel Lover,Travel Lover
C000595,Cliente 0595,Mass,Mass,1,False,unico,Quito,False,False,29,1173.43,False,False,False,True,1,Tech Lover,Tech Lover
C000596,Cliente 0596,Mass,Mass,1,False,unico,Guayaquil,False,False,18,661.13,False,False,False,True,1,Tech Lover,Tech Lover
C000597,Cliente 0597,Affluent,Affluent,1,False,unico,Guayaquil,False,False,61,3321.62,False,True,False,False,1,Streaming Lover,Streaming Lover
C000598,Cliente 0598,Premium,Premium,1,False,unico,Quito,False,False,38,6821.75,False,False,True,False,1,Food Lover,Food Lover
C000599,Cliente 0599,Mass,Mass,1,False,unico,Cuenca,False,False,23,1038.01,False,False,False,False,0,,Sin información transaccional
C000600,Cliente 0600,Joven,Joven,1,False,unico,Guayaquil,False,False,28,350.00,True,False,False,False,1,Travel Lover,Travel Lover
C000601,Cliente 0601,Joven,Joven|PyME,2,True,moda,Guayaquil,False,False,37,833.98,True,False,True,False,2,Travel Lover|Food Lover,Food Lover
C000602,Cliente 0602,Affluent,Affluent,1,False,unico,Loja,False,False,28,1891.75,False,False,False,False,0,,Sin información transaccional
C000603,Cliente 0603,Joven,Affluent|Joven,2,True,moda,Quito,False,False,29,350.00,False,False,False,True,1,Tech Lover,Tech Lover
C000604,Cliente 0604,Premium,Premium,1,False,unico,Ambato,False,False,28,4163.61,False,True,False,False,1,Streaming Lover,Streaming Lover
C000605,Cliente 0605,Joven,Joven,1,False,unico,Quito,False,False,23,828.68,False,False,False,False,0,,Generalista
C000606,Cliente 0606,Mass,Mass|PyME,2,True,moda,Quito,False,False,37,1097.71,False,False,False,False,0,,Sin información transaccional
C000607,Cliente 0607,Affluent,Affluent,1,False,unico,Ambato,False,False,18,2513.53,False,False,False,False,0,,Generalista
C000608,Cliente 0608,Mass,Joven|Mass,2,True,moda,Guayaquil,False,False,26,553.49,False,False,True,False,1,Food Lover,Food Lover
C000609,Cliente 0609,Mass,Mass,1,False,unico,Cuenca,False,False,23,786.95,False,False,True,False,1,Food Lover,Food Lover
C000610,Cliente 0610,Mass,Mass,1,False,unico,Quito,False,False,25,810.71,False,False,True,False,1,Food Lover,Food Lover
C000611,Cliente 0611,Premium,Premium,1,False,unico,Quito,False,False,34,6658.78,False,False,True,False,1,Food Lover,Food Lover
C000612,Cliente 0612,Premium,Premium,1,False,unico,Manta,False,False,57,3765.71,False,False,False,False,0,,Generalista
C000613,Cliente 0613,Mass,Mass,1,False,unico,Guayaquil,False,False,39,1064.77,True,False,False,False,1,Travel Lover,Travel Lover
C000614,Cliente 0614,Premium,Premium,1,False,unico,Quito,False,False,46,8425.25,False,False,True,False,1,Food Lover,Food Lover
C000615,Cliente 0615,Mass,Mass,1,False,unico,Loja,False,False,31,580.94,False,False,False,True,1,Tech Lover,Tech Lover
C000616,Cliente 0616,Joven,Joven,1,False,unico,Quito,False,False,41,893.25,False,True,False,False,1,Streaming Lover,Streaming Lover
C000617,Cliente 0617,Premium,Premium,1,False,unico,Guayaquil,False,False,18,3236.15,False,False,False,False,0,,Generalista
C000618,Cliente 0618,Mass,Mass|PyME,2,True,moda,Guayaquil,False,False,52,1159.75,True,False,False,False,1,Travel Lover,Travel Lover
C000619,Cliente 0619,Premium,Premium,1,False,unico,Guayaquil,False,False,38,6522.81,True,False,False,False,1,Travel Lover,Travel Lover
C000620,Cliente 0620,Premium,Premium,1,False,unico,Quito,False,False,48,5739.22,False,True,False,True,2,Streaming Lover|Tech Lover,Streaming Lover
C000621,Cliente 0621,PyME,PyME,1,False,unico,Manta,False,False,18,2782.77,False,False,False,False,0,,Generalista
C000622,Cliente 0622,Mass,Mass,1,False,unico,Quito,False,False,42,1018.94,False,False,False,False,0,,Generalista
C000623,Cliente 0623,Mass,Mass,1,False,unico,Ambato,False,False,29,706.93,False,False,False,False,0,,Generalista
C000624,Cliente 0624,Affluent,Affluent,1,False,unico,Cuenca,False,True,54,2030.65,False,False,True,False,1,Food Lover,Food Lover
C000625,Cliente 0625,Mass,Mass,1,False,unico,Guayaquil,False,False,23,649.62,False,False,False,True,1,Tech Lover,Tech Lover
C000626,Cliente 0626,Affluent,Affluent,1,False,unico,Quito,False,False,51,3523.58,True,False,False,False,1,Travel Lover,Travel Lover
C000627,Cliente 0627,Affluent,Affluent,1,False,unico,Loja,False,False,36,2964.96,False,False,True,False,1,Food Lover,Food Lover
C000628,Cliente 0628,Joven,Joven|PyME,2,True,moda,Quito,False,False,60,700.19,False,False,False,False,0,,Sin información transaccional
C000629,Cliente 0629,Mass,Joven|Mass,2,True,moda,Guayaquil,False,False,32,1784.58,True,False,False,False,1,Travel Lover,Travel Lover
C000630,Cliente 0630,Affluent,Affluent,1,False,unico,Quito,False,True,49,2733.71,False,False,True,False,1,Food Lover,Food Lover
C000631,Cliente 0631,Mass,Joven|Mass,2,True,moda,Cuenca,False,False,47,1307.68,False,False,False,False,0,,Generalista
C000632,Cliente 0632,Mass,Mass,1,False,unico,Manta,False,False,56,570.62,False,False,True,False,1,Food Lover,Food Lover
C000633,Cliente 0633,Joven,Joven,1,False,unico,Quito,False,False,55,483.47,False,False,False,False,0,,Sin información transaccional
C000634,Cliente 0634,Joven,Joven,1,False,unico,Guayaquil,False,False,25,1043.27,False,False,False,False,0,,Generalista
C000635,Cliente 0635,Mass,Mass,1,False,unico,Guayaquil,False,False,38,533.90,False,False,False,False,0,,Generalista
C000636,Cliente 0636,Mass,Mass,1,False,unico,Guayaquil,False,False,41,1096.03,False,False,False,False,0,,Generalista
C000637,Cliente 0637,Affluent,Affluent,1,False,unico,Guayaquil,False,False,47,2940.24,False,False,False,False,0,,Generalista
C000638,Cliente 0638,Mass,Mass,1,False,unico,Guayaquil,False,False,26,1604.64,False,False,False,False,0,,Generalista
C000639,Cliente 0639,Joven,Joven,1,False,unico,Guayaquil,False,False,64,400.05,False,False,False,False,0,,Generalista
C000640,Cliente 0640,Affluent,Affluent,1,False,unico,Guayaquil,False,False,29,1048.61,False,False,False,True,1,Tech Lover,Tech Lover
C000641,Cliente 0641,Joven,Joven,1,False,unico,Cuenca,False,False,46,650.58,False,False,False,False,0,,Generalista
C000642,Cliente 0642,Mass,Mass,1,False,unico,Guayaquil,False,False,43,876.35,False,False,False,False,0,,Sin información transaccional
C000643,Cliente 0643,Joven,Joven,1,False,unico,Guayaquil,False,True,29,713.25,True,True,False,False,2,Travel Lover|Streaming Lover,Travel Lover
C000644,Cliente 0644,PyME,PyME,1,False,unico,Manta,False,False,45,5561.48,False,False,False,False,0,,Sin información transaccional
C000645,Cliente 0645,Joven,Joven,1,False,unico,Loja,False,False,43,466.62,False,True,False,False,1,Streaming Lover,Streaming Lover
C000646,Cliente 0646,Mass,Mass,1,False,unico,Guayaquil,False,False,21,972.71,True,False,False,False,1,Travel Lover,Travel Lover
C000647,Cliente 0647,Mass,Mass,1,False,unico,Guayaquil,False,False,30,2328.96,False,False,False,True,1,Tech Lover,Tech Lover
C000648,Cliente 0648,Mass,Mass,1,False,unico,Ambato,False,False,39,1465.69,False,False,True,False,1,Food Lover,Food Lover
C000649,Cliente 0649,Joven,Joven,1,False,unico,Cuenca,False,False,50,393.85,False,False,False,False,0,,Generalista
C000650,Cliente 0650,Premium,Premium,1,False,unico,Manta,False,False,22,2668.41,False,False,False,False,0,,Sin información transaccional
C000651,Cliente 0651,Joven,Joven,1,False,unico,Cuenca,False,False,49,1023.60,False,True,False,False,1,Streaming Lover,Streaming Lover
C000652,Cliente 0652,Affluent,Affluent,1,False,unico,Guayaquil,False,False,45,3141.08,False,False,True,False,1,Food Lover,Food Lover
C000653,Cliente 0653,Affluent,Affluent,1,False,unico,Quito,False,False,25,2368.46,False,True,False,False,1,Streaming Lover,Streaming Lover
C000654,Cliente 0654,Mass,Mass,1,False,unico,Manta,False,False,26,1505.26,True,False,False,True,2,Travel Lover|Tech Lover,Travel Lover
C000655,Cliente 0655,Affluent,Affluent,1,False,unico,Guayaquil,False,False,28,1154.13,False,False,False,False,0,,Generalista
C000656,Cliente 0656,Mass,Mass,1,False,unico,Quito,False,False,26,1107.83,False,False,True,False,1,Food Lover,Food Lover
C000657,Cliente 0657,Mass,Mass,1,False,unico,Cuenca,False,False,30,1386.36,False,False,False,False,0,,Generalista
C000658,Cliente 0658,Mass,Mass,1,False,unico,Guayaquil,False,False,49,985.86,False,False,True,False,1,Food Lover,Food Lover
C000659,Cliente 0659,Joven,Joven,1,False,unico,Guayaquil,False,False,29,1033.60,False,False,False,False,0,,Sin información transaccional
C000660,Cliente 0660,PyME,PyME,1,False,unico,Manta,False,False,40,2081.18,False,False,False,True,1,Tech Lover,Tech Lover
C000661,Cliente 0661,Mass,Mass,1,False,unico,Cuenca,False,False,44,931.41,True,False,False,False,1,Travel Lover,Travel Lover
C000662,Cliente 0662,PyME,PyME,1,False,unico,Manta,False,False,62,4204.98,False,False,False,False,0,,Generalista
C000663,Cliente 0663,Affluent,Affluent,1,False,unico,Guayaquil,False,False,41,2268.42,False,False,True,False,1,Food Lover,Food Lover
C000664,Cliente 0664,Affluent,Affluent|Mass,2,True,moda,Manta,False,False,51,1861.92,False,True,False,False,1,Streaming Lover,Streaming Lover
C000665,Cliente 0665,Joven,Joven|Premium,2,True,moda,Quito,False,False,42,533.87,False,False,False,False,0,,Generalista
C000666,Cliente 0666,PyME,PyME,1,False,unico,Quito,False,False,27,2216.17,False,False,False,False,0,,Sin información transaccional
C000667,Cliente 0667,Mass,Mass,1,False,unico,Ambato,False,False,61,912.99,False,False,False,False,0,,Sin información transaccional
C000668,Cliente 0668,PyME,PyME,1,False,unico,Guayaquil,False,False,49,1523.88,False,False,False,False,0,,Sin información transaccional
C000669,Cliente 0669,Joven,Joven,1,False,unico,Guayaquil,False,False,40,636.48,False,False,True,False,1,Food Lover,Food Lover
C000670,Cliente 0670,Mass,Mass,1,False,unico,Guayaquil,False,False,58,802.67,False,False,False,False,0,,Generalista
C000671,Cliente 0671,Premium,Premium,1,False,unico,Cuenca,False,False,22,3177.69,False,True,False,False,1,Streaming Lover,Streaming Lover
C000672,Cliente 0672,Affluent,Affluent,1,False,unico,Guayaquil,False,False,44,2131.21,False,False,False,False,0,,Sin información transaccional
C000673,Cliente 0673,Premium,Premium,1,False,unico,Quito,False,False,30,5597.19,False,False,True,False,1,Food Lover,Food Lover
C000674,Cliente 0674,Mass,Mass,1,False,unico,Quito,False,False,43,1518.72,False,False,False,False,0,,Generalista
C000675,Cliente 0675,Mass,Mass,1,False,unico,Quito,False,False,56,1227.07,False,False,False,True,1,Tech Lover,Tech Lover
C000676,Cliente 0676,Mass,Mass,1,False,unico,Guayaquil,False,False,40,824.59,False,False,False,False,0,,Sin información transaccional
C000677,Cliente 0677,Mass,Mass,1,False,unico,Guayaquil,False,False,39,1213.01,True,False,False,False,1,Travel Lover,Travel Lover
C000678,Cliente 0678,Affluent,Affluent,1,False,unico,Quito,False,False,39,2492.72,False,True,False,False,1,Streaming Lover,Streaming Lover
C000679,Cliente 0679,Affluent,Affluent,1,False,unico,Guayaquil,False,True,26,3199.44,False,True,False,False,1,Streaming Lover,Streaming Lover
C000680,Cliente 0680,PyME,PyME,1,False,unico,Cuenca,False,True,42,2679.05,True,False,True,False,2,Travel Lover|Food Lover,Travel Lover
C000681,Cliente 0681,Affluent,Affluent,1,False,unico,Quito,False,False,41,2182.48,False,False,True,False,1,Food Lover,Food Lover
C000682,Cliente 0682,Affluent,Affluent,1,False,unico,Quito,False,False,31,1482.52,False,False,True,True,2,Food Lover|Tech Lover,Tech Lover
C000683,Cliente 0683,Affluent,Affluent,1,False,unico,Quito,False,False,18,1454.15,False,False,False,False,0,,Generalista
C000684,Cliente 0684,Mass,Mass,1,False,unico,Manta,False,False,51,1066.23,False,False,False,False,0,,Sin información transaccional
C000685,Cliente 0685,Mass,Mass,1,False,unico,Guayaquil,False,False,35,3012.44,False,False,False,False,0,,Sin información transaccional
